"gene"	"protein_id"	"gene.y"	"product"	"Amean"	"Fstat.ANOVA"	"rawP.ANOVA"	"FDR.ANOVA"	"FC.temp.A.42vsA.37"	"rawP.temp.A.42vsA.37"	"FDR.temp.A.42vsA.37"	"FC.temp.N.42vsN.37"	"rawP.temp.N.42vsN.37"	"FDR.temp.N.42vsN.37"	"FC.nitr.A.42vsN.42"	"rawP.nitr.A.42vsN.42"	"FDR.nitr.A.42vsN.42"	"FC.nitr.A.37vsN.37"	"rawP.nitr.A.37vsN.37"	"FDR.nitr.A.37vsN.37"	"FC.both.N.42vsA.37"	"rawP.both.N.42vsA.37"	"FDR.both.N.42vsA.37"	"FC.both.A.42vsN.37"	"rawP.both.A.42vsN.37"	"FDR.both.A.42vsN.37"	"AMS.37.1"	"AMS.37.2"	"AMS.37.3"	"AMS.42.1"	"AMS.42.2"	"AMS.42.3"	"NMS.37.1"	"NMS.37.2"	"NMS.37.3"	"NMS.42.1"	"NMS.42.2"	"NMS.42.3"
"MCA_RS07215"	"WP_010960742.1"	"lepA"	"elongation factor 4"	8.28164083512847	5.73693060365763	0.012998378176858	0.0376385067638649	-1.60790488491623	0.0172049129602959	0.149949715541889	-1.3572912792359	0.0988949001743837	0.180909669619364	-1.4635816275962	0.0460999940964106	0.423700854831556	-1.23546274299036	0.238068672905157	0.382853809608346	-1.09860963993998	0.590052582701117	0.813125009099554	-1.9865065795862	0.00191642334221183	0.00869424479981961	8.60314751879209	8.09452998591594	8.5341020642845	8.21708858368928	7.62336613732115	7.33577864730891	8.81079404522879	8.69636816883931	8.63977186977317	8.65681710051186	8.12313796991937	8.04478792995732
"MCA_RS07220"	"WP_010960743.1"	NA	"DegQ family serine endoprotease"	9.10096572395145	0.229720056978828	0.873776441297174	0.899885890137293	1.01651528618013	0.886193168503975	0.935220556740625	1.08585978813504	0.47678342693973	0.599872701133227	-1.06286242187518	0.596513685474317	0.932590725795672	1.00503869778093	0.964956966906919	0.97589679247372	1.08041589894255	0.503492098477137	0.750404957232385	1.02163719949689	0.851681219770036	0.89817424880477	9.16427154044196	8.9126810044057	9.12996890160201	8.94663909824797	9.23016011019804	9.10101796903251	9.07469385685692	9.11523632371026	8.99523811085848	9.1609949235267	8.91931185154301	9.46137499699382
"MCA_RS07225"	"WP_010960744.1"	NA	"SoxR reducing system RseC family protein"	6.65973837794017	1.52139407821804	0.263633812279346	0.33707130939341	-1.21150716911366	0.500038155900277	0.683751877678395	1.18961656689872	0.540862980804707	0.658810209148866	1.20975549128906	0.503208406339926	0.888282922861162	1.74353469610117	0.068349575254033	0.166861305874441	-1.46562745057131	0.192165657302314	0.483482614043153	1.43914517433417	0.212608041638248	0.308388421945866	7.10209942889955	7.0512383049343	7.0486297342448	5.91700058859349	7.29254618686019	7.16201186666631	6.45413515902489	6.36101096030296	5.98077612725	7.03001411736689	5.66326343640581	6.85413462473287
"MCA_RS07230"	"WP_041361027.1"	NA	"sigma-E factor regulatory protein"	9.43512554758518	4.35504034718926	0.0297880336698813	0.066480578455298	1.00009387237104	0.999543544417431	0.999873209174824	1.23468470054176	0.21548961759766	0.32451837645169	1.31855437789446	0.112655943707306	0.572609170404155	1.62784610744486	0.0112942039860432	0.0658756167109018	-1.3184306136867	0.11276466755476	0.383191019285167	1.62799891721865	0.0112824047985374	0.0293729903467502	9.25436113432091	9.86270640300699	10.0145470115349	9.45375921595876	9.55194253384148	10.1263190676067	9.00136758038134	8.98729459026045	9.03405942655915	9.55787369056711	9.22630922142775	9.15096669555668
"MCA_RS07235"	"WP_010960746.1"	NA	"hypothetical protein"	10.1527866571131	9.62250682974035	0.00207640168658822	0.0146637497863335	1.41963175032252	0.131468263365105	0.334130715765793	1.85517134062443	0.0151356816155426	0.0445262098350541	1.66596893375596	0.0369117010562629	0.36983792006344	2.17708417663422	0.00404096113421535	0.0413751276118424	-1.17352188930508	0.47238207528528	0.73423265656805	3.0906578202747	0.000273766257802567	0.00384413453664438	9.63407382648494	10.7110997533217	10.7489802888295	10.366129821528	10.8360387698386	11.408535515298	9.20788215702189	9.18487555542711	9.33420458560921	10.2280180607179	10.0666400324236	10.1069615188572
"MCA_RS07240"	"WP_041361492.1"	"rpoE"	"RNA polymerase sigma factor RpoE"	8.73532891467364	6.59114104032683	0.00822308676496172	0.0290683241936234	1.06164467847776	0.695433169248438	0.814866249278421	1.66838863368678	0.00553413154594729	0.0235084327434988	1.06991536963714	0.658603992153976	0.945376292229425	1.68138613407724	0.00504820105210632	0.0458908722462533	-1.00779045129416	0.959350335658197	0.978531574182892	1.78503464170939	0.00250647069666736	0.0102078819730604	8.38239802351287	9.02160236255205	9.30789569376937	8.90288451468068	8.87744364154931	9.1904708989432	8.18260492457168	8.12857543960992	8.1517624733757	8.7102266571694	8.93186350761452	9.03621883873497
"MCA_RS07245"	"WP_010960748.1"	"nadB"	"L-aspartate oxidase"	8.81175283288777	3.13633837579486	0.0693741563193506	0.121414781371374	1.44965334280471	0.0381319779399502	0.19738909132122	1.29181390986837	0.132638642413731	0.224493862969222	1.19835332628177	0.27541921957653	0.757244319995187	1.06787564317462	0.685015774858704	0.774665490360347	1.20970444276453	0.252542312960982	0.5558496627073	1.54804949582781	0.0181693865694421	0.0424558932705069	8.34954997994762	8.5370821540337	9.011912185525	8.91638870255564	9.18765007209551	9.40162938955724	8.49859234761696	8.6285979101263	8.48712310782482	8.49860843187215	8.96323168626955	9.26066802722879
"MCA_RS07250"	"WP_010960749.1"	"malQ"	"4-alpha-glucanotransferase"	8.06710259135403	0.324339708608529	0.807805995237599	0.854578159593874	1.07687042665575	0.553202281166299	0.720466940898653	1.04046971739454	0.749327447289096	0.823594403289571	-1.04376316132167	0.730212377053792	0.950244216765124	-1.0802790913268	0.536686901578955	0.661426807187716	1.12399768086002	0.35509209991477	0.651485942880998	-1.00316534337527	0.97964422566708	0.986026385415962	7.83462179938038	8.01649293278243	8.06002718379889	8.29142967649027	8.019909711946	7.92033653603782	8.05138643373427	8.10859470439384	8.08537302515794	7.87561714911091	8.49665401345826	8.04478792995732
"MCA_RS07255"	"WP_010960750.1"	"glgC"	"glucose-1-phosphate adenylyltransferase"	9.45111513986632	12.4586163720052	0.00073575230541537	0.00961869285484834	1.71337809919387	0.00574376569658411	0.109014890413508	1.83637975764614	0.00266247739509993	0.0157641989515021	1.39304441805124	0.059163830282517	0.462604703066083	1.4930496497036	0.0272700841577183	0.100620638990705	1.22995223769731	0.215634414144799	0.506991610931143	2.55815857081123	9.43032843852994e-05	0.00239415269005244	8.89563949674807	9.54202099319806	9.54279715139602	9.91461914885936	10.1538372893756	10.2425318616471	8.6367838552516	8.78194538867586	8.82694197295275	9.18212969610926	9.84175916320395	9.85237566097828
"MCA_RS07260"	"WP_010960751.1"	"glgB"	"1,4-alpha-glucan branching protein GlgB"	10.0797847297206	1.84801803291693	0.196865215726755	0.268364445144696	-1.0406845211702	0.781140760149381	0.868793518713998	1.22590814382439	0.173809718150287	0.27470811628443	1.06123388627824	0.679498853763747	0.945376292229425	1.35390481934843	0.0533989625238147	0.144939447597944	-1.10440967879105	0.493038131753313	0.745794798886267	1.3009752636909	0.087047395383561	0.149572672005709	9.7324897175193	10.3596582140693	10.6256571661299	10.2282375364652	10.1116545744336	10.2053146216082	9.79479787168384	9.7686622881754	9.8429659784631	9.97474565141878	10.2206102123248	10.0926229243556
"MCA_RS07265"	"WP_010960752.1"	"glgA"	"glycogen synthase GlgA"	8.37848441278852	2.54365245875929	0.109758756889119	0.171597066827164	-1.46085515963513	0.0619796490904574	0.233647796433199	-1.05593230377274	0.771034961426677	0.837589196993951	-1.48293556859153	0.0537433059083907	0.454057233708074	-1.07189241928713	0.710804016876723	0.794643782966127	1.01511471470033	0.93594583248321	0.972831977354892	-1.56587957128938	0.0317995068711803	0.0657449927336673	8.02784003890131	8.65415722341999	8.77221366954292	8.54757682689848	7.80401740091394	7.46217726785087	8.59849812420875	8.55575820985123	8.60043494779574	8.52053422762041	8.57776247710869	8.42084253934992
"MCA_RS07270"	"WP_010960753.1"	NA	"NUDIX domain-containing protein"	6.70289993431566	7.43728157442614	0.00540565787218731	0.0233552141400913	1.07636844748071	0.567009756771084	0.730631268883289	-1.51669148009399	0.00659234550966383	0.0260346144932427	-1.04581024833605	0.726246758284445	0.949998129410463	-1.70730494783891	0.00127869112668761	0.0244949736428601	1.12567715336089	0.362832512082383	0.657700346040004	-1.58617149344626	0.00350630902489516	0.0123802506082736	6.60724005544528	6.21114072319333	6.50380460626096	6.49601066886382	6.64448135997841	6.50020937328705	7.21331325558597	7.24072514611345	7.18330928209738	6.96615837083984	6.56410454403708	6.30430182608531
"MCA_RS07275"	"WP_010960754.1"	"sppA"	"signal peptide peptidase SppA"	6.8663144729327	3.67402760224937	0.0470613977839882	0.0924463856728214	1.10954434433574	0.627766101591484	0.770232437753629	-1.70201133765972	0.0269165883121963	0.0679750310998262	1.0137400913299	0.948967712131483	0.986871291805591	-1.86286117107023	0.0124108212048869	0.0677014761050752	1.09450573556794	0.673178495424113	0.862954512519584	-1.67894251417727	0.0302408486859812	0.0633378287067483	7.07437375931611	6.08890496070103	6.55233944533201	6.17180999870649	7.07594707755349	6.91776307251815	7.49864389368324	7.61131775715639	7.29821700067907	7.11375296884643	6.37942051139423	6.61328322930575
"MCA_RS07280"	"WP_041361030.1"	"rluC"	"23S rRNA pseudouridine(955/2504/2580) synthase RluC"	8.9659553947335	1.52816477769843	0.262013372013914	0.335735765660415	1.330543346592	0.0630688682312117	0.234712869152137	-1.01701544781532	0.904993876891334	0.935849447191073	1.10308851268496	0.492343682883121	0.882552240061764	-1.22672217316291	0.167142334370861	0.297851175174396	1.20619817112717	0.20194937388092	0.491188813938117	1.08463299653368	0.568345534140907	0.668136436065648	8.78938543490574	8.3720642446507	9.00344824707007	8.75787815041994	9.18960319287615	9.45346311755545	9.05592826450283	9.01649000706392	8.9769052925628	9.02470338079948	8.94430690365895	9.00728850073595
"MCA_RS07285"	"WP_010960757.1"	NA	"Rne/Rng family ribonuclease"	10.0314078813369	3.6941522263374	0.046405185896713	0.0915724976088032	1.03700340613542	0.769629029563507	0.862742328819088	-1.26578449932001	0.0774898356840818	0.150324484581691	-1.09817904148302	0.45539603858174	0.872100967682259	-1.44149488921606	0.0116349660400368	0.0665827396215689	1.13881540656442	0.305852514517338	0.600421149858308	-1.39005800818731	0.0199014816490077	0.0456244851409225	10.1273898560345	9.4674181042508	9.92377548078945	10.0141241154281	9.89477943487716	9.76694178924976	10.3751519073788	10.4254779692674	10.300650729837	9.94186539753869	10.1536704918292	9.98564929956176
"MCA_RS07290"	"WP_010960758.1"	"hrpA"	"ATP-dependent RNA helicase HrpA"	7.814047104227	7.35666607300402	0.00561862092160532	0.0238376953559633	-1.28359037904354	0.17179504651371	0.386332980180085	-1.68138530211757	0.0112040409439961	0.0361142584302835	-1.29650154707072	0.156646168197277	0.632130935209701	-1.69829774436433	0.0100913101593757	0.0623359342431497	1.01005863571274	0.954323828488573	0.975881379570412	-2.1799186454174	0.000813733610404793	0.00560921372808577	8.21124901995775	7.39673289182622	7.52040171701359	7.61666339843217	7.49283218973614	6.93833339681437	8.45824640553546	8.5007662220505	8.46163924124326	8.0130375651043	7.71068010719765	7.4479830958126
"MCA_RS07295"	"WP_010960759.1"	NA	"ABC transporter permease"	5.77663086611805	3.18211273629189	0.0670525860465455	0.118721829234777	1.20361334029757	0.188171999154638	0.407952590018597	-1.20074242923039	0.193484970437	0.298039571018497	-1.03877450307146	0.778687801366382	0.957027452209874	-1.50126766588304	0.0105451609024761	0.0642238414000204	1.25028284945778	0.118914817097871	0.391524613040036	-1.24730062024062	0.12248602194985	0.196664957423978	5.78770175905572	5.19933532408493	5.46099971390377	5.55327096533126	5.77869251372861	5.91818932411011	6.01178808346442	6.05460914169009	6.14018323990458	5.99336547947351	5.56193159948455	5.85950324918505
"MCA_RS07300"	"WP_010960760.1"	NA	"ATP-binding cassette domain-containing protein"	7.02862582285419	3.32273917445073	0.0604671991777931	0.110148357421169	1.36886101302071	0.0305451200384302	0.185286698153117	1.19632017119199	0.184416710731289	0.286691893207586	-1.05444677646044	0.683381902449875	0.945376292229425	-1.20652574232188	0.16607851206826	0.297196402849265	1.44339108260205	0.0144621638458493	0.153907869980565	1.13454770586696	0.340045079475293	0.449783545155981	6.83942551963396	6.56334496369881	6.74313429955852	6.97948318000901	7.17857957550047	7.34676993837796	6.9248964428903	6.98668709609669	7.04689733517512	6.94485152200133	7.1742950804195	7.61514492088862
"MCA_RS07305"	"WP_010960761.1"	NA	"SAM-dependent chlorinase/fluorinase"	5.61494047987451	9.74850117312323	0.00197423654610988	0.0143945419092272	-1.97395252467926	0.0269351818383009	0.172688640075052	-3.15507056696585	0.00123419169604141	0.0106468182112258	-1.16135342890226	0.585905316715549	0.92838878674694	-1.85625134118652	0.0405338916217496	0.12532038051862	-1.69970008746182	0.0720166511104434	0.322056370913271	-3.66415202137438	0.000493489817987649	0.00461961301838439	6.61065050809921	5.32976924501827	5.54488325803298	5.47143755692392	4.9222825821072	4.14832099579635	6.64929430265421	6.75527518559617	6.75790972778765	5.43377709829969	5.14112618508204	4.6145591130964
"MCA_RS07310"	"WP_017365646.1"	"tatC"	"twin-arginine translocase subunit TatC"	5.91915956420127	9.20202232945136	0.00246555277329327	0.0161861938558409	-1.591960536245	0.021058883849671	0.158265889026495	-2.03782592566687	0.00170896797495571	0.0126337769540331	-1.10807465604724	0.564808974678175	0.916837372559378	-1.41841660660359	0.0682214585509564	0.166733024806648	-1.43669068465467	0.0600460390769676	0.304547887157931	-2.25806326166746	0.000639104293515931	0.00513592205987911	6.61857701755605	5.91121904093528	5.74463717983792	5.76041768095506	5.44738488672126	5.05421695233484	6.50009112293006	6.67560500186759	6.61158111043124	5.6449665861073	5.72802808672488	5.33319010401372
"MCA_RS07315"	"WP_010960763.1"	"tatB"	"twin-arginine translocase subunit TatB"	6.28401661737154	5.56386603820549	0.0143291587304084	0.0400187278354777	-1.55727592367264	0.0233535057582541	0.162718091798322	-1.61227035142982	0.0161556698237666	0.0467558650529429	-1.14859639692615	0.42797150756197	0.859469146229622	-1.18915850965948	0.325482819055247	0.47805781607485	-1.35580777359235	0.0979464183221607	0.365851584693489	-1.85184791652315	0.00375221812558567	0.0130869062263499	6.50506511589005	6.51108554910827	6.45707633989322	6.43620760820439	5.64926741852203	5.47067821149223	6.72481937588787	6.66623764435221	6.83199308328626	6.07152307471229	6.3609750953944	5.72327089171522
"MCA_RS07320"	"WP_010960764.1"	"tatA"	"twin-arginine translocase TatA/TatE family subunit"	3.89519438696505	14.0948432705529	0.000437181712769424	0.00759636663320596	-1.77614242074116	0.00341563523955119	0.105485021005148	-2.12331310070489	0.000495896876059156	0.007336854756524	-1.16159929939567	0.35354506844114	0.79669465917404	-1.38864934555599	0.0572678893765297	0.150383638298434	-1.52904914944871	0.0190339325696367	0.179843979700026	-2.46643901017645	0.000113030636531303	0.00267041817006435	4.40739022107382	4.13456262240453	3.86940509771332	3.4416034366811	3.49878055311906	2.98473214305222	4.69593462082779	4.5744837732552	4.56198657769278	3.56853359603963	3.46148699823948	3.54343300348166
"MCA_RS07325"	"WP_010960765.1"	NA	"hypothetical protein"	6.04833667692611	8.80205715633408	0.00291797823599577	0.0171184293806096	-1.60125199919905	0.0199963267029216	0.15465296585824	-1.903017154485	0.00341166903542566	0.0179958124946888	-1.21326351671088	0.288136263487479	0.758638305736766	-1.44191000939671	0.0582702553946496	0.15183306238142	-1.31978912836676	0.137441331471972	0.415678934038494	-2.30886128521161	0.000526602718216025	0.00468383004207977	6.66086284463805	5.95360627858364	5.94418591970863	5.93308077892862	5.32741551522148	5.26055763336469	6.57895464453641	6.76926342442046	6.79438035734552	5.99607013698899	5.88988494269368	5.4717776466832
"MCA_RS07330"	"WP_010960766.1"	"dapD"	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"	7.75696207053203	3.54096408084256	0.0516840980859227	0.0990258177476965	-1.18966157846801	0.166118862024314	0.380542680150864	-1.40185350086755	0.014847186034004	0.0439114258434915	1.1144820127514	0.374491550833235	0.81795915777821	-1.05731923054213	0.643393379688249	0.743678399616791	-1.32585643046403	0.0346936198702851	0.237529907599492	-1.25785206475132	0.0759327567201469	0.133975596935547	7.99501490369632	7.83778976320168	7.87088011875632	7.84278520205326	7.52733332178853	7.58191257105421	7.96771445509965	7.93349883829466	8.04370457451363	7.79663155416719	7.51935110541953	7.16692843833934
"MCA_RS07335"	"WP_010960767.1"	"dapC"	"succinyldiaminopimelate transaminase"	8.64038961502322	3.38616989895919	0.0577458524494871	0.106794616145911	1.26989301343187	0.129934315231697	0.332381364623738	-1.49051033897959	0.0194359681241209	0.0535902648367806	1.36758246537106	0.0551740224999323	0.457220793011734	-1.38403987609229	0.047825040567704	0.136134984982389	-1.07692730876216	0.621682843146197	0.832859281780784	-1.08988699162297	0.567335559676224	0.667545195431404	8.83416026161774	8.12633814476656	8.43066674335652	8.71817178140375	8.74755211461057	8.95956212544418	8.85357213012057	9.00462926788098	8.93962028054436	7.97149707775907	8.64142995999096	8.45747549278343
"MCA_RS07340"	"WP_010960768.1"	NA	"DUF1552 domain-containing protein"	5.47815808308938	1.25665379492204	0.336658672752882	0.412559900791713	-1.09209889193445	0.634645523148814	0.775223468268366	1.39103940818705	0.0943299194638168	0.174772538627829	-1.16780495182805	0.407879036159486	0.84616765846219	1.30086158132845	0.172516890401119	0.305811647332901	1.06932161588361	0.717110050656121	0.882350825006091	1.19115731270839	0.352736535847908	0.463339070258426	4.93081034778697	5.98630138697964	5.82476886103853	5.69091523130516	5.31898091236949	5.35067394807246	5.21886952871278	5.21756146253014	5.16704722543965	5.40828320100817	5.84014576803239	5.78353912379724
"MCA_RS07345"	"WP_081423414.1"	NA	"DUF1592 domain-containing protein"	6.61931202095693	3.50975061032655	0.052844114826175	0.100423684378314	1.32352539469239	0.215343868154132	0.437466813202601	1.61249392917402	0.0466183100302136	0.101648694695642	1.21443034217504	0.381694243437412	0.822242159438226	1.47957988718237	0.0932691676836297	0.202930692671771	1.08983228492296	0.694311651375655	0.871726310833673	1.95826155416197	0.00920630776805345	0.0251329716116167	5.89290877317145	7.33861041387191	6.65393856327802	6.78317273635951	7.13239387658913	7.18304876632745	6.01805670145269	6.06566284344321	6.10617542256128	6.38732893706791	6.96795041146486	6.90249680589576
"MCA_RS07350"	"WP_041361033.1"	NA	"NAD(P)-binding protein"	9.2243357267798	1.37375343166937	0.301907044136913	0.376669709941282	1.10509131321675	0.447378950397201	0.648316483190947	1.01355706026076	0.917350578043204	0.945279287913465	1.2345886896418	0.12478339949591	0.586772171583092	1.13232822296115	0.348184793982526	0.501242536345627	-1.11718251231937	0.400930617491646	0.683542755959619	1.25132608290452	0.104777419003633	0.173466109081888	9.01376256980985	9.42049541717199	9.38499283219672	9.38106392443386	9.38622443561067	9.48445921056005	9.02979797975795	9.1175032624742	9.1340729577312	8.88589389968014	9.51143657941994	8.94232565251098
"MCA_RS07355"	"WP_041361035.1"	NA	"hypothetical protein"	6.95216633117832	10.600423009972	0.00141986104169834	0.0129857396623478	-1.28934013575232	0.0356984770784332	0.194436068335646	-1.62414323452501	0.000809048722039063	0.00885864539330137	-1.05789060839085	0.606745400340617	0.93516757666074	-1.33259318223504	0.0205387750310048	0.0852415749340992	-1.21878398912486	0.0893973205759542	0.357386306477044	-1.71816587448554	0.000346512789317686	0.00432499296296519	7.06501218484775	6.88688613920671	7.08297987512795	6.91093115662447	6.52810244344092	6.49594588226738	7.42129448870225	7.44126235387845	7.4150306096221	6.77099766872765	6.85978332970028	6.54776984199391
"MCA_RS07360"	"WP_041361037.1"	NA	"1-acyl-sn-glycerol-3-phosphate acyltransferase"	6.50567927284504	3.40820154178682	0.0568342976024566	0.105818554099602	-1.17361424365397	0.123614342491067	0.324327249805715	-1.26508106205916	0.0322989213104782	0.0778098715922799	-1.04508836842831	0.654923693654235	0.945376292229425	-1.12653839217273	0.240406807215998	0.38538786801592	-1.12298086851636	0.252342748847932	0.555813767070281	-1.32212150307696	0.0142302197961722	0.035261647583162	6.75359075429189	6.42269291150997	6.51055051836597	6.35357893047893	6.27857575701985	6.361804639861	6.71674878498001	6.81004573110358	6.67572911147638	6.31696483168839	6.33946715569814	6.5284021476664
"MCA_RS07365"	"WP_010960773.1"	NA	"glycosyltransferase family 2 protein"	6.67900864357705	10.7705433451955	0.00133245047493059	0.0123966941425291	-1.59872797189427	0.00410212401833408	0.105485021005148	-1.63013965656694	0.00316002192124462	0.0170843965902584	-1.22001161234997	0.154301194610279	0.626500031128482	-1.24398230701338	0.121205137089663	0.240647254320895	-1.31042029084856	0.0617281506212598	0.308411244748833	-1.98878931076386	0.000256899739195421	0.00373809866216106	6.94105488517902	6.77561233245801	6.88434980006587	6.60216453305783	6.1017946120223	5.86628442949969	7.16158884704145	7.19081909562375	7.19350697413077	6.59604574875109	6.57534863121457	6.25953383388025
"MCA_RS07370"	"WP_081423415.1"	NA	"nucleoside deaminase"	5.7636979678298	9.3354523928329	0.00233340554103825	0.0155543274856462	-1.59299759194233	0.0144114600716854	0.142508297513073	-1.77553463531494	0.00433980717138553	0.020470661198775	-1.27308013880816	0.160618474074586	0.638259911489775	-1.41895875512866	0.0518252605195903	0.142525908064781	-1.2512940414212	0.189980375131313	0.48004220327346	-2.26039787998544	0.000354200194340747	0.00434665545892533	5.96099324479712	5.7085338975265	5.9893159703243	5.78251249864982	5.06151094769228	4.79958740826885	6.37233806075738	6.4265336536434	6.37446936382914	5.67227965040421	5.66024936563328	5.35605155243135
"MCA_RS07375"	"WP_010960775.1"	"glcF"	"glycolate oxidase subunit GlcF"	6.35222070967685	0.95447774152362	0.448071143312769	0.52471033886781	-1.39512244743432	0.225012220768778	0.447222847700985	1.22163004954049	0.455894912359715	0.580891334534485	-1.50687710279402	0.141725224777364	0.609466086930811	1.13103019576986	0.6438281967677	0.743897493636737	1.08010383286802	0.771632504711447	0.906765357144448	-1.2334970831479	0.435016305170996	0.543412048428184	5.84994748769817	6.85042860502529	6.76643042735691	6.86975327703365	5.71261638368524	5.44326160813633	6.24878350148505	6.46731155832759	6.21779912134047	6.84837018868865	6.78150005110486	6.17044630623993
"MCA_RS07380"	"WP_010960776.1"	"glcE"	"glycolate oxidase subunit GlcE"	6.61614132922459	1.72641769211106	0.219190148508268	0.294160938241406	-1.45506457262144	0.0841400193572223	0.272646024263307	1.00500963524678	0.980270237030552	0.987760674057696	-1.44084177542201	0.0915003074225209	0.535446509235629	1.01493025836406	0.941540800200599	0.959487545677411	-1.00987117214537	0.961230461775618	0.978670915508136	-1.43365966344015	0.0954669884422499	0.161040809758256	6.32716161291805	7.03652451051112	6.91721414078996	6.73380845129135	6.03705966884173	5.88678260935832	6.73930951809997	6.84744807827722	6.63000088276086	7.21782700976073	6.69945829635399	6.32110117173182
"MCA_RS07385"	"WP_041361040.1"	NA	"FAD-binding protein"	7.71104695912344	0.435246715420124	0.732126367559572	0.78798412803697	-1.05657748371792	0.733042372520435	0.839621418374048	1.18658185487809	0.300039942211992	0.422087729466128	-1.12243536885229	0.478146734602468	0.873625931354991	1.11696023240462	0.496556828158719	0.631735259985484	1.06233133504098	0.708011564601945	0.878242487826974	1.05714938053973	0.730533196959854	0.808652257802641	7.31822083904972	8.09906097487779	7.82966600437082	7.69724151390858	7.88249339058509	7.42901720183006	7.52220965667003	7.73458562275553	7.51141907326393	8.10506535332568	7.92077770974215	7.48280616910193
"MCA_RS07390"	"WP_010960778.1"	NA	"rhomboid family intramembrane serine protease"	5.84268447896193	2.01338300661225	0.170540401908224	0.241003103660542	-1.30359305960902	0.048092129262743	0.213487681832016	1.03533147556467	0.776337163088588	0.8421425663976	-1.06725324834854	0.596083926200623	0.932590725795672	1.26460231255262	0.0747094056582941	0.17713797935146	-1.22144679496285	0.121607637159476	0.391729052837363	-1.03083241796204	0.803690548715158	0.863476243093544	6.02203015690793	6.23496540032163	6.02838415090495	5.68868839434705	5.8270801465575	5.62213043853077	5.76281497235473	5.79968451912273	5.70682892809461	6.1505269637542	5.69748007993322	5.57159959671383
"MCA_RS07395"	"WP_143708596.1"	NA	"hypothetical protein"	7.3717213722696	7.34592165475106	0.00564774534411362	0.0239064699155766	1.00093808484652	0.994393011511469	0.997022811211334	1.6425585768075	0.00292090266597786	0.0164057366405756	1.00598217392982	0.964347218619126	0.98930434683028	1.65083602364601	0.00273261432068274	0.034677904747409	-1.00503936173442	0.969948820339057	0.983568964255553	1.65238464790387	0.00269890727774985	0.0105486930069785	7.37346932848754	7.83235752194216	7.45615933710232	7.50054510803672	7.58408965426315	7.58140963312594	6.78192667106202	6.81775801879308	6.89271102115368	7.92707242739191	7.49502819072105	7.21812955515562
"MCA_RS07400"	"WP_010960780.1"	"soxC"	"sulfite dehydrogenase"	8.47949261940281	5.57690381621875	0.0142234889871583	0.0398336492133437	1.10010023118779	0.517383194681298	0.696463140999355	1.67850784495182	0.00395143726659521	0.0194964038183614	-1.03427395763761	0.817568403287812	0.958517575250071	1.47521571410063	0.0197272545182757	0.0837993878906584	1.13780501990865	0.384802424211998	0.671866245592177	1.62288514813397	0.00598677897917077	0.0182491463757035	8.53856615551151	8.60997999430154	8.46770991016718	8.34931971786839	8.76618874044056	8.91365252687538	8.03091896932137	7.88641966443664	8.01613964027255	9.1067624005364	8.31884769812147	8.74940601498067
"MCA_RS07405"	"WP_041361042.1"	NA	"cytochrome c"	6.22628354902752	5.41024537116233	0.0156464776913324	0.0426377060537386	1.07630316543875	0.552404254891545	0.720466940898653	1.59358526384181	0.00254673270770192	0.0155460513292332	-1.12956573009369	0.33168869416076	0.789648202032641	1.31077810896758	0.0454419988934118	0.13316481414852	1.21575517087097	0.131723474957509	0.407741946657476	1.41079462786963	0.0152843231378419	0.0371488187618808	5.94066227691556	6.46908882223857	6.27096423776871	6.15980238029514	6.43750216723007	6.40166429911533	5.81342920524968	5.82056214773077	5.87545353180783	6.6690436345657	6.29157427917215	6.56565560624068
"MCA_RS07410"	"WP_010960781.1"	NA	"membrane protein"	7.81707487862114	4.54294666497978	0.0264173901451668	0.061127216110618	-1.34183192370317	0.055446555304406	0.223332539493046	1.37570058631674	0.0403499405081943	0.0924330585810825	-1.6352923556595	0.00430270072296752	0.148296491963187	1.12882504329479	0.396315816184928	0.547304688559148	1.21870133417786	0.177544539978869	0.463020283539044	-1.1886978692346	0.234072566603354	0.333933252355585	7.73136261386152	7.92647448436539	8.02864848488367	7.97063547500851	7.30086863115818	7.14236955925773	7.7418758600651	7.70078523369281	7.71935878938244	8.29531426631547	8.11352876584314	8.13367637961976
"MCA_RS15705"	NA	"tnpA"	"IS200/IS605 family transposase"	0.795839667082998	1.00123399846504	0.428535359259357	0.504560459873304	1.21243925925854	0.646054640230715	0.783480097488908	1.67094527798243	0.234339494763875	0.345360392428976	1.16803135732377	0.710687206271692	0.948719373876653	1.60974371800623	0.267949996306622	0.415912148821896	1.03801944327635	0.928773936112578	0.970786478220315	1.95171648105556	0.129479849354024	0.204964709337555	0.349488574243319	1.06196745328236	1.24237678343766	0.292059259505021	2.09837068510165	1.0971402854234	0.254622224767499	0.380825250299577	-0.0421077237963173	1.22678817230827	0.476295625470835	1.1122494149527
